Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Disease_PPR,Disease_Anthrax,Disease_FootRot,Disease_Enterotoxemia,Disease_Parasites,Disease_CaprineArthritisEncephalitis,Disease_CaseousLymphadenitis,Disease_Anemia,Disease_Leukemia,Disease_ViralInfection,Disease_BloodParasites,Disease_BacterialInfection,Disease_AvianLeukosis,Disease_DuckViralDiseases,Disease_Colic,Disease_Strangles,Disease_EquineInfluenza,Disease_Laminitis,Disease_Rabies,Disease_EquineAnemia,Disease_EquineInfectiousAnemia,Disease_Bluetongue,Disease_Scrapie,Disease_OvineJohnesDisease,Disease_SheepPox,Disease_FungalInfection,Disease_Scurvy,Disease_Myxomatosis,Disease_HemorrhagicDisease,Disease_FelineLeukemia,Disease_Ringworm,Disease_FIV,Disease_KidneyDisease,Disease_Hyperthyroidism,Disease_Diabetes,Disease_AvianInfluenza,Disease_NewcastleDisease,Disease_MareksDisease,Disease_Coccidiosis,Disease_FowlPox,Disease_FowlCholera,Disease_Mastitis,Disease_FootMouth,Disease_BovineTB,Disease_Anaplasmosis,Disease_Brucellosis,Disease_LumpySkinDisease,Disease_BovineViralDiarrhea,Disease_Parvovirus,Disease_Distemper,Disease_Heartworm,Disease_SkinInfection,Disease_Leptospirosis,Disease_LymeDisease,Disease_VarroaInfection,Disease_SwineFlu,Disease_AfricanSwineFever,Disease_EColi,Disease_PRRS,Disease_PorcineCircovirus,Disease_Erysipelas,Disease_Trypanosomiasis,Disease_HemorrhagicSepticemia,Disease_WetTail,Disease_RespiratoryInfection,Disease_Tuberculosis,Disease_DuckViralEnteritis,Disease_DuckHepatitis,Disease_BlackheadDisease,Disease_Salmonellosis
Rabbit,6,Female,Breed1,8109.03,4.68,16.23,242047.36,87.38,38.35,11.42,29.3,1.74,1,0,0,1,0,0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,18,Female,Breed1,12620.95,6.98,13.73,430807.93,82.1,11.57,48.05,22.57,1.33,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
Llama,6,Male,Breed1,8914.97,7.29,17.33,213319.87,117.4,30.66,33.06,17.29,1.74,1,0,0,0,1,0,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,5,Female,Breed3,13505.06,7.42,16.32,404933.87,115.52,26.54,31.19,21.3,1.57,1,1,0,0,1,1,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca,13,Male,Breed1,11741.29,4.43,12.47,358723.16,86.41,40.69,45.45,28.51,1.14,1,1,0,1,0,1,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,19,Female,Breed3,4252.01,6.23,17.59,186335.12,67.7,38.91,17.64,31.91,1.52,0,1,1,0,0,0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,8,Female,Breed3,7238.29,7.24,17.69,316534.69,70.26,48.03,18.36,34.86,0.59,0,0,1,0,0,1,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,9,Female,Breed2,10137.92,4.51,13.32,428972.27,66.73,45.9,44.98,12.86,1.15,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,17,Female,Breed3,14187.91,4.4,15.22,335668.81,100.83,32.32,47.18,34.53,1.15,1,0,1,1,0,0,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,3,Female,Breed3,5122.33,7.27,16.52,308642.22,93.28,49.22,43.51,24.08,1.13,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Elephant,19,Male,Breed2,10612.79,7.19,16.54,259896.96,93.4,16.01,11.65,20.28,0.68,0,1,1,0,0,1,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,11,Female,Breed4,7323.94,5.79,10.11,386636.44,65.9,10.29,36.08,23.24,1.23,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GuineaPig,17,Female,Breed2,13782.61,4.44,15.03,423917.76,107.6,14.31,28.05,41.38,1.64,1,0,1,0,0,1,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,19,Male,Breed2,12416.87,6.06,17.79,375995.04,92.13,24.2,42.31,42.13,0.98,0,1,1,1,1,1,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,2,Male,Breed1,8066.73,5.58,11.85,367574.81,65.46,40.21,16.33,14.15,1.73,0,0,1,1,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,8,Female,Breed1,5838.13,6.07,16.36,207747.11,104.83,25.32,46.81,29.79,1.38,1,1,1,0,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Alpaca,19,Male,Breed2,4126.48,5.76,14.27,400195.9,118.88,41.22,23.42,31.18,1.59,0,0,1,0,1,0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,7,Female,Breed1,10832.48,6.27,11.77,162208.76,86.47,39.71,22.93,11.21,1.85,0,0,1,0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,17,Male,Breed2,8467.36,6.91,10.41,377208.44,66.94,41.77,17.14,38.68,1.22,1,0,0,0,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,6,Male,Breed1,7462.32,7.1,16.08,213261.01,66.08,17.49,10.28,24.67,1.77,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,19,Female,Breed3,14840.53,6.6,12.53,296178.38,61.55,30.64,22.51,26.72,0.71,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Catfish,6,Male,Breed1,9127.56,4.8,13.0,358570.18,106.22,38.51,15.93,34.4,1.67,1,0,0,1,0,0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,2,Female,Breed1,12248.23,5.59,13.88,377723.52,101.64,21.37,39.53,28.76,1.75,0,1,0,0,1,0,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,6,Male,Breed3,5951.54,4.28,14.06,416425.18,95.05,43.52,40.27,39.92,1.86,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Honeybee,5,Male,Breed2,4148.01,5.81,11.65,234777.64,105.94,41.17,43.12,33.83,0.62,0,0,0,0,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Camel,19,Male,Breed1,8593.19,7.88,15.37,217296.07,119.96,14.8,10.22,19.04,0.68,0,1,1,0,1,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Goose,20,Female,Breed1,11322.31,6.57,15.54,448873.86,84.11,18.72,24.06,44.82,0.53,0,0,0,1,0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,4,Female,Breed3,9572.59,4.62,11.14,212267.45,102.35,19.49,10.23,18.63,1.26,1,1,0,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,17,Male,Breed3,13795.13,5.07,14.26,349644.22,82.63,45.14,30.31,38.54,0.79,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
Rat,11,Female,Breed3,8773.77,4.26,14.87,435823.41,81.12,17.47,46.36,41.69,1.35,1,0,0,0,0,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,4,Female,Breed4,7421.03,4.73,11.49,418966.8,111.06,34.88,26.32,37.53,1.84,0,1,0,1,1,0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,13,Female,Breed3,14076.54,5.95,17.16,282979.03,94.49,12.6,44.95,26.87,0.99,0,1,1,0,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,20,Male,Breed2,8474.83,5.38,13.86,341274.5,67.24,32.1,47.9,45.12,0.51,0,0,0,0,0,1,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,17,Female,Breed1,6966.13,4.82,10.92,308728.88,84.21,15.65,19.51,23.11,1.83,0,0,0,0,1,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,9,Male,Breed1,5074.27,4.59,12.68,253996.67,107.79,33.02,10.41,37.48,1.43,1,0,0,1,0,0,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,4,Male,Breed4,12726.41,6.62,13.82,193326.63,116.4,24.71,39.58,45.11,0.8,0,1,0,1,1,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
Turkey,14,Male,Breed1,13076.01,6.23,10.08,391018.27,96.87,34.23,33.16,16.22,1.54,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Alpaca,19,Male,Breed1,4366.28,7.37,10.26,177132.51,83.65,25.78,23.89,36.11,1.45,1,1,1,1,0,1,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,3,Male,Breed2,7945.1,4.73,10.44,332888.21,75.12,44.17,24.7,46.04,1.07,1,0,0,0,1,1,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,14,Female,Breed1,12248.64,7.39,14.31,328310.75,85.32,40.28,13.24,14.12,0.82,1,1,0,1,1,1,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,8,Female,Breed2,14410.2,6.31,12.69,250447.3,93.94,43.79,44.84,15.83,1.99,0,0,1,0,1,1,,,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,1,Male,Breed4,8156.0,5.06,17.14,190622.57,60.27,18.88,19.68,25.13,1.46,1,0,0,0,1,1,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,10,Female,Breed2,13592.59,5.09,14.47,389891.14,76.12,15.95,13.88,49.77,0.5,0,0,0,1,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,18,Female,Breed3,8330.92,5.56,16.08,288577.32,100.29,32.29,41.18,18.96,0.69,0,0,0,1,1,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,16,Female,Breed3,5974.44,5.84,15.5,367581.87,100.39,44.91,29.4,22.99,0.87,1,0,0,1,0,1,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,8,Female,Breed4,4037.91,4.33,14.16,154945.74,99.18,14.42,40.52,43.4,1.72,0,0,0,1,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,1,Female,Breed1,7631.99,7.37,15.96,172350.95,117.0,19.36,46.07,15.23,1.21,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Buffalo,12,Female,Breed2,8163.23,4.49,14.36,202754.31,94.11,39.84,25.29,49.85,0.59,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,
Tilapia,8,Female,Breed3,14396.29,5.93,13.08,184151.43,76.18,28.61,12.18,39.55,0.9,0,0,1,0,0,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,16,Male,Breed2,6266.77,5.53,13.49,207512.03,108.7,34.14,20.13,48.37,1.97,1,1,0,0,1,0,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,18,Male,Breed3,8204.54,6.05,16.71,355946.42,83.36,33.67,12.04,15.78,1.65,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Dog,4,Male,Breed2,4276.7,7.55,14.51,164099.12,74.36,26.49,15.97,19.3,0.51,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Snake,6,Female,Breed1,12398.94,7.96,13.02,161359.68,93.4,38.23,43.96,24.83,1.76,1,1,1,1,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,12,Female,Breed4,14066.55,4.08,11.44,159495.63,77.34,44.09,47.66,12.04,0.79,1,0,0,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,9,Male,Breed1,6616.03,5.57,13.96,359294.74,83.77,46.31,37.08,12.43,1.0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,
Mouse,15,Female,Breed2,8718.95,7.27,12.02,310840.64,101.59,11.86,39.27,46.15,0.68,0,0,1,1,0,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,16,Female,Breed3,5343.24,5.31,17.64,261072.72,119.76,32.14,39.26,11.71,0.52,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Chicken,12,Male,Breed3,9025.19,6.6,13.93,352682.37,98.68,11.61,14.93,40.0,1.26,1,0,1,1,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,14,Male,Breed4,5466.77,7.97,10.07,316081.28,76.59,46.04,11.88,38.71,0.93,1,1,0,0,1,1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,13,Male,Breed1,9756.83,6.59,10.74,152200.45,65.43,27.17,37.94,12.91,1.04,1,1,0,1,0,1,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,2,Female,Breed1,12080.84,4.44,12.27,401564.92,81.72,46.02,11.5,17.51,0.75,1,1,0,1,0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Horse,3,Female,Breed1,10086.77,7.37,10.74,255055.31,61.16,17.51,42.47,28.19,1.71,0,0,1,1,1,0,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer,10,Female,Breed3,6697.42,7.87,17.15,269868.38,87.89,16.49,33.65,35.67,0.76,0,1,0,1,0,1,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,9,Male,Breed4,7891.76,6.85,16.83,384686.99,99.6,46.33,14.54,45.83,1.28,0,0,1,0,1,0,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,20,Male,Breed3,11024.3,5.68,17.77,206127.24,90.71,47.54,36.37,31.07,1.2,0,1,0,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,8,Female,Breed1,10487.31,7.79,15.65,153021.56,111.92,40.67,34.25,47.45,1.88,0,0,1,1,0,1,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,10,Male,Breed2,5504.52,7.87,15.16,422651.5,89.64,18.88,25.05,17.61,1.98,0,0,1,0,1,0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,19,Male,Breed3,13294.44,7.74,17.39,301643.48,87.74,16.88,42.71,34.91,1.86,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
Frog,3,Female,Breed4,9227.08,5.65,17.57,254858.14,78.58,39.92,22.18,43.79,1.6,1,0,0,1,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,5,Male,Breed1,5786.06,7.16,17.02,395713.67,110.26,35.39,25.12,19.33,1.15,0,1,0,1,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Pig,3,Male,Breed2,5351.09,6.62,16.89,157888.47,114.22,44.88,37.86,41.54,0.7,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
Goat,16,Male,Breed3,14621.07,4.72,15.37,210687.25,118.68,21.07,40.08,26.01,1.8,0,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,17,Female,Breed2,7096.89,6.14,10.01,196586.42,118.87,21.81,20.94,49.98,1.57,1,1,0,1,1,0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,15,Female,Breed2,13994.53,6.99,13.44,371349.21,118.83,39.27,10.67,13.66,0.7,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,
Salmon,3,Male,Breed4,8516.44,7.58,15.09,243626.03,102.72,20.71,17.05,32.13,0.63,1,1,1,0,0,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,12,Female,Breed3,8245.14,7.45,14.38,381872.02,93.76,28.5,20.53,41.32,1.51,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,9,Female,Breed4,11710.22,4.62,16.57,162442.93,70.34,30.81,46.2,37.05,1.86,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,
Sheep,12,Female,Breed1,4108.72,5.95,16.55,332434.67,106.02,36.77,45.74,30.22,0.82,1,1,1,1,1,0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,15,Male,Breed2,7718.98,5.91,14.79,245466.22,104.09,23.78,36.43,30.52,1.12,1,1,0,1,0,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,2,Female,Breed4,7329.1,7.59,10.18,206075.98,110.54,44.33,38.37,26.22,1.95,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,18,Male,Breed4,13549.08,4.01,12.95,395029.5,87.75,26.09,34.85,23.69,1.92,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
Camel,20,Male,Breed1,9820.36,6.95,11.83,273675.04,113.55,11.65,41.17,33.75,1.55,0,1,0,1,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Rat,12,Female,Breed3,8010.27,6.47,12.71,321488.88,103.12,12.68,24.05,39.93,1.21,0,1,1,1,0,1,,,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,4,Male,Breed4,6926.87,7.69,14.94,159925.15,70.27,48.86,31.87,21.17,1.06,0,1,0,0,1,1,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,16,Female,Breed2,10495.61,5.83,10.53,387487.36,72.41,34.88,36.83,47.86,1.09,0,0,0,0,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,16,Female,Breed2,5668.4,6.63,10.18,236064.76,108.86,29.64,28.74,24.59,1.26,1,1,1,1,1,1,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,1,Male,Breed2,6708.25,7.89,13.49,358021.84,85.54,44.79,40.91,27.36,1.53,1,1,0,0,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Rabbit,2,Male,Breed2,7229.73,6.98,16.35,378142.38,74.94,38.68,47.3,26.45,1.27,0,1,0,0,1,1,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
